area,source,size_m2,price_jod,price_per_m2
دير غبار,bayut,113,159000,1407
دير غبار,bayut,107,151000,1411
دير غبار,bayut,105,136000,1295
دير غبار,bayut,113,159000,1407
دير غبار,bayut,107,139000,1299
دير غبار,bayut,105,136000,1295
دير غبار,bayut,113,159000,1407
دير غبار,bayut,107,139000,1299
دير غبار,bayut,105,136000,1295
دير غبار,bayut,350,300000,857
دير غبار,bayut,250,250000,1000
دير غبار,bayut,255,180000,706
دير غبار,bayut,341,210000,616
دير غبار,bayut,115,116000,1009
دير غبار,bayut,205,270000,1317
دير غبار,bayut,341,425000,1246
دير غبار,bayut,310,300000,968
دير غبار,bayut,341,460000,1349
دير غبار,bayut,350,300000,857
دير غبار,bayut,440,380000,864
دير غبار,bayut,460,700000,1522
دير غبار,bayut,175,155000,886
دير غبار,bayut,250,260000,1040
دير غبار,bayut,325,340000,1046
دير غبار,bayut,275,300000,1091
دير غبار,bayut,179,170000,950
دير غبار,bayut,350,400000,1143
دير غبار,bayut,160,160000,1000
دير غبار,bayut,400,270000,675
دير غبار,bayut,280,315000,1125
دير غبار,bayut,85,78000,918
دير غبار,bayut,318,525000,1651
دير غبار,bayut,333,230000,691
دير غبار,bayut,250,195000,780
دير غبار,bayut,330,330000,1000
دير غبار,bayut,260,260000,1000
دير غبار,bayut,165,160000,970
دير غبار,bayut,253,250000,988
دير غبار,bayut,250,300000,1200
دير غبار,bayut,205,245000,1195
دير غبار,bayut,200,225000,1125
دير غبار,bayut,235,235000,1000
دير غبار,bayut,147,90000,612
دير غبار,bayut,177,130000,734
دير غبار,bayut,150,110000,733
دير غبار,bayut,130,100000,769
دير غبار,bayut,330,330000,1000
دير غبار,bayut,278,280000,1007
دير غبار,bayut,200,195000,975
دير غبار,bayut,201,260000,1294
دير غبار,bayut,150,155000,1033
دير غبار,bayut,240,185000,771
دير غبار,bayut,120,90000,750
دير غبار,bayut,190,180000,947
دير غبار,bayut,150,105000,700
دير غبار,bayut,95,107000,1126
دير غبار,bayut,150,110000,733
دير غبار,bayut,280,230000,821
دير غبار,bayut,330,399000,1209
دير غبار,bayut,100,68000,680
دير غبار,bayut,277,285000,1029
دير غبار,bayut,240,230000,958
دير غبار,bayut,185,160000,865
دير غبار,bayut,172,130000,756
دير غبار,bayut,364,380000,1044
دير غبار,bayut,266,200000,752
دير غبار,bayut,180,235000,1306
دير غبار,bayut,140,85000,607
دير غبار,bayut,240,210000,875
دير غبار,bayut,340,300000,882
دير غبار,bayut,270,305000,1130
دير غبار,bayut,270,290000,1074
دير غبار,bayut,270,265000,981
دير غبار,bayut,336,450000,1339
دير غبار,bayut,183,185000,1011
دير غبار,bayut,245,190000,776
دير غبار,bayut,226,158000,699
دير غبار,bayut,180,180000,1000
دير غبار,bayut,201,210000,1045
دير غبار,bayut,180,125000,694
دير غبار,bayut,235,235000,1000
دير غبار,bayut,320,285000,891
دير غبار,bayut,200,200000,1000
دير غبار,bayut,180,135000,750
دير غبار,bayut,236,250000,1059
دير غبار,bayut,183,130000,710
دير غبار,bayut,300,430000,1433
دير غبار,bayut,265,230000,868
دير غبار,bayut,250,275000,1100
دير غبار,bayut,245,265000,1082
دير غبار,bayut,330,285000,864
دير غبار,bayut,210,190000,905
دير غبار,bayut,192,235000,1224
دير غبار,bayut,330,200000,606
دير غبار,bayut,225,245000,1089
دير غبار,bayut,209,245000,1172
دير غبار,bayut,208,180000,865
دير غبار,bayut,341,285000,836
دير غبار,bayut,240,260000,1083
دير غبار,bayut,171,145000,848
دير غبار,bayut,280,325000,1161
دير غبار,bayut,90,110000,1222
دير غبار,bayut,260,260000,1000
دير غبار,bayut,315,315000,1000
دير غبار,bayut,108,130000,1204
دير غبار,bayut,105,150000,1429
دير غبار,bayut,325,320000,985
دير غبار,bayut,325,310000,954
دير غبار,bayut,204,255000,1250
دير غبار,bayut,350,350000,1000
دير غبار,bayut,175,190000,1086
دير غبار,bayut,210,220000,1048
دير غبار,bayut,350,300000,857
دير غبار,bayut,410,350000,854
دير غبار,bayut,260,247000,950
دير غبار,bayut,235,200000,851
دير غبار,bayut,104,83000,798
دير غبار,bayut,240,280000,1167
دير غبار,bayut,440,470000,1068
دير غبار,bayut,180,225000,1250
دير غبار,bayut,375,420000,1120
دير غبار,bayut,325,380000,1169
دير غبار,bayut,275,300000,1091
دير غبار,bayut,150,160000,1067
دير غبار,bayut,213,230000,1080
دير غبار,bayut,300,300000,1000
دير غبار,bayut,268,270000,1007
دير غبار,bayut,200,285000,1425
دير غبار,bayut,245,245000,1000
دير غبار,bayut,321,360000,1121
دير غبار,bayut,350,425000,1214
دير غبار,bayut,353,400000,1133
دير غبار,bayut,150,215000,1433
دير غبار,opensooq,160,130000,812
دير غبار,opensooq,190,165000,868
دير غبار,opensooq,175,155000,886
دير غبار,opensooq,175,145000,829
دير غبار,opensooq,95,118000,1242
دير غبار,opensooq,136,119000,875
دير غبار,opensooq,230,200000,870
دير غبار,opensooq,190,165000,868
دير غبار,opensooq,133,119000,895
دير غبار,opensooq,95,103000,1084
دير غبار,opensooq,95,115000,1211
دير غبار,opensooq,70,55000,786
دير غبار,opensooq,105,122000,1162
دير غبار,opensooq,175,155000,886
دير غبار,opensooq,191,155000,812
دير غبار,opensooq,250,285000,1140
دير غبار,opensooq,275,275000,1000
دير غبار,opensooq,175,155000,886
دير غبار,opensooq,275,225000,818
دير غبار,opensooq,182,200000,1099
دير غبار,opensooq,182,200000,1099
دير غبار,opensooq,182,250000,1374
دير غبار,opensooq,185,110000,595
دير غبار,opensooq,136,125000,919
دير غبار,opensooq,133,119000,895
دير غبار,opensooq,136,126000,926
دير غبار,opensooq,136,119000,875
دير غبار,opensooq,187,166000,888
دير غبار,opensooq,204,135000,662
دير غبار,opensooq,110,85000,773
دير غبار,opensooq,240,180000,750
دير غبار,opensooq,180,160000,889
دير غبار,opensooq,196,85000,434
دير غبار,opensooq,205,190000,927
دير غبار,opensooq,215,255000,1186
دير غبار,opensooq,190,190000,1000
دير غبار,opensooq,171,205000,1199
دير غبار,opensooq,215,200000,930
دير غبار,opensooq,190,165000,868
دير غبار,opensooq,120,144000,1200
دير غبار,opensooq,133,110000,827
دير غبار,opensooq,85,69000,812
دير غبار,opensooq,200,175000,875
دير غبار,opensooq,175,145000,829
دير غبار,opensooq,180,215000,1194
دير غبار,opensooq,361,255000,706
دير غبار,opensooq,95,105000,1105
دير غبار,opensooq,182,240000,1319
دير غبار,opensooq,235,315000,1340
دير غبار,opensooq,230,245000,1065
دير غبار,opensooq,235,250000,1064
دير غبار,opensooq,230,265000,1152
دير غبار,opensooq,235,285000,1213
دير غبار,opensooq,200,139000,695
دير غبار,opensooq,180,125000,694
دير غبار,opensooq,185,135000,730
دير غبار,opensooq,200,215000,1075
دير غبار,opensooq,200,205000,1025
دير غبار,opensooq,200,170000,850
دير غبار,opensooq,230,225000,978
دير غبار,opensooq,100,85000,850
دير غبار,opensooq,300,190000,633
دير غبار,opensooq,145,109000,752
دير غبار,opensooq,175,112000,640
دير غبار,opensooq,135,125000,926
دير غبار,opensooq,350,190000,543
دير غبار,opensooq,235,235000,1000
دير غبار,opensooq,270,295000,1093
دير غبار,opensooq,270,230000,852
دير غبار,opensooq,270,285000,1056
دير غبار,opensooq,175,129000,737
دير غبار,opensooq,129,110000,853
دير غبار,opensooq,185,265000,1432
دير غبار,opensooq,175,125000,714
دير غبار,opensooq,395,295000,747
دير غبار,opensooq,110,105000,955
دير غبار,opensooq,135,130000,963
دير غبار,opensooq,230,190000,826
دير غبار,opensooq,175,145000,829
دير غبار,opensooq,175,145000,829
دير غبار,opensooq,175,145000,829
دير غبار,opensooq,240,210000,875
دير غبار,opensooq,220,180000,818
دير غبار,opensooq,168,109000,649
دير غبار,opensooq,135,110000,815
دير غبار,opensooq,145,115000,793
دير غبار,opensooq,186,125000,672
دير غبار,opensooq,160,135000,844
دير غبار,opensooq,160,145000,906
دير غبار,opensooq,180,130000,722
دير غبار,opensooq,180,160000,889
دير غبار,opensooq,200,155000,775
دير غبار,opensooq,73,65000,890
دير غبار,opensooq,225,155000,689
دير غبار,opensooq,375,210000,560
دير غبار,opensooq,155,120000,774
دير غبار,opensooq,365,300000,822
دير غبار,opensooq,185,115000,622
دير غبار,opensooq,220,149000,677
دير غبار,opensooq,145,125000,862
دير غبار,opensooq,142,110000,775
دير غبار,opensooq,220,100000,455
دير غبار,opensooq,245,195000,796
دير غبار,opensooq,350,380000,1086
دير غبار,opensooq,124,48000,387
دير غبار,opensooq,110,85000,773
دير غبار,opensooq,330,210000,636
دير غبار,opensooq,237,175000,738
دير غبار,opensooq,180,200000,1111
دير غبار,opensooq,223,178000,798
دير غبار,opensooq,300,180000,600
دير غبار,opensooq,350,480000,1371
دير غبار,opensooq,300,390000,1300
دير غبار,opensooq,237,170000,717
دير غبار,opensooq,124,90000,726
دير غبار,opensooq,200,195000,975
دير غبار,opensooq,137,105000,766
دير غبار,opensooq,190,170000,895
دير غبار,opensooq,200,350000,1750
دير غبار,opensooq,155,121000,781
دير غبار,opensooq,244,180000,738
أم السماق,qoshan,120,95000,792
أم السماق,qoshan,140,110000,786
أم السماق,qoshan,181,140000,773
أم السماق,qoshan,200,175000,875
أم السماق,qoshan,200,230000,1150
أم السماق,qoshan,100,90000,900
أم السماق,qoshan,250,230000,920
أم السماق,qoshan,240,200000,833
أم السماق,qoshan,265,240000,906
أم السماق,qoshan,301,220000,731
أم السماق,qoshan,286,210000,734
أم السماق,qoshan,230,230000,1000
أم السماق,qoshan,265,300000,1132
أم السماق,qoshan,158,145000,918
أم السماق,bayut,300,140000,467
أم السماق,bayut,215,110000,512
أم السماق,bayut,170,130000,765
أم السماق,bayut,165,75000,455
أم السماق,bayut,230,189000,822
أم السماق,bayut,290,245000,845
أم السماق,bayut,300,175000,583
أم السماق,bayut,180,225000,1250
أم السماق,bayut,220,225000,1023
أم السماق,bayut,200,250000,1250
أم السماق,bayut,235,230000,979
أم السماق,bayut,228,250000,1096
أم السماق,bayut,228,170000,746
أم السماق,bayut,262,250000,954
أم السماق,bayut,200,120000,600
أم السماق,bayut,268,165000,616
أم السماق,bayut,236,100000,424
أم السماق,bayut,165,65000,394
أم السماق,bayut,182,160000,879
أم السماق,bayut,186,125000,672
أم السماق,bayut,186,125000,672
أم السماق,bayut,350,270000,771
أم السماق,bayut,350,300000,857
أم السماق,bayut,420,270000,643
أم السماق,bayut,212,160000,755
أم السماق,bayut,201,140000,697
أم السماق,bayut,250,155000,620
أم السماق,bayut,165,155000,939
أم السماق,bayut,200,175000,875
أم السماق,bayut,237,195000,823
أم السماق,bayut,160,90000,562
أم السماق,bayut,180,98000,544
أم السماق,bayut,190,175000,921
أم السماق,bayut,190,205000,1079
أم السماق,bayut,80,95000,1188
أم السماق,bayut,135,165000,1222
أم السماق,bayut,170,145000,853
أم السماق,bayut,120,102000,850
أم السماق,bayut,135,115000,852
أم السماق,bayut,100,78000,780
أم السماق,bayut,260,250000,962
أم السماق,bayut,180,190000,1056
أم السماق,bayut,200,170000,850
أم السماق,bayut,194,160000,825
أم السماق,bayut,200,185000,925
أم السماق,bayut,194,150000,773
أم السماق,bayut,220,130000,591
أم السماق,bayut,100,85000,850
أم السماق,bayut,200,160000,800
أم السماق,bayut,230,175000,761
أم السماق,bayut,170,145000,853
أم السماق,bayut,200,190000,950
أم السماق,bayut,190,140000,737
أم السماق,bayut,190,140000,737
أم السماق,bayut,200,157000,785
أم السماق,bayut,207,185000,894
أم السماق,bayut,225,185000,822
أم السماق,bayut,240,190000,792
أم السماق,bayut,180,135000,750
أم السماق,bayut,141,86000,610
أم السماق,bayut,150,105000,700
أم السماق,bayut,190,160000,842
أم السماق,bayut,230,180000,783
أم السماق,bayut,168,130000,774
أم السماق,bayut,160,115000,719
أم السماق,bayut,525,260000,495
أم السماق,bayut,320,175000,547
أم السماق,bayut,250,137000,548
أم السماق,bayut,136,140000,1029
أم السماق,bayut,235,230000,979
أم السماق,bayut,180,113000,628
أم السماق,bayut,150,97000,647
أم السماق,bayut,150,125000,833
أم السماق,bayut,195,135000,692
أم السماق,bayut,170,115000,676
أم السماق,bayut,167,99000,593
أم السماق,bayut,207,128000,618
أم السماق,bayut,170,75000,441
أم السماق,bayut,228,150000,658
أم السماق,bayut,140,135000,964
أم السماق,bayut,130,135000,1038
أم السماق,bayut,330,295000,894
أم السماق,bayut,245,195000,796
أم السماق,bayut,225,190000,844
أم السماق,bayut,170,160000,941
أم السماق,bayut,110,85000,773
أم السماق,bayut,230,130000,565
أم السماق,bayut,175,115000,657
أم السماق,bayut,181,160000,884
أم السماق,bayut,110,70000,636
أم السماق,bayut,158,130000,823
أم السماق,bayut,275,290000,1055
أم السماق,bayut,175,155000,886
أم السماق,bayut,143,135000,944
أم السماق,bayut,177,170000,960
أم السماق,bayut,148,130000,878
أم السماق,bayut,150,114000,760
أم السماق,bayut,175,130000,743
أم السماق,bayut,240,250000,1042
أم السماق,bayut,240,240000,1000
أم السماق,bayut,232,170000,733
أم السماق,bayut,261,130000,498
أم السماق,bayut,220,110000,500
أم السماق,bayut,180,215000,1194
أم السماق,bayut,250,225000,900
أم السماق,bayut,200,140000,700
أم السماق,bayut,140,100000,714
أم السماق,bayut,200,140000,700
أم السماق,bayut,340,195000,574
أم السماق,bayut,180,160000,889
أم السماق,bayut,150,130000,867
أم السماق,bayut,224,240000,1071
أم السماق,bayut,130,83000,638
أم السماق,bayut,211,185000,877
أم السماق,bayut,200,195000,975
أم السماق,bayut,255,130000,510
أم السماق,bayut,225,230000,1022
أم السماق,bayut,206,190000,922
أم السماق,bayut,200,155000,775
أم السماق,bayut,210,190000,905
أم السماق,bayut,240,125000,521
أم السماق,bayut,135,122000,904
أم السماق,bayut,307,285000,928
أم السماق,bayut,130,130000,1000
أم السماق,bayut,180,165000,917
أم السماق,bayut,225,220000,978
أم السماق,bayut,200,165000,825
أم السماق,bayut,135,120000,889
أم السماق,bayut,187,190000,1016
أم السماق,bayut,150,138000,920
أم السماق,bayut,186,180000,968
أم السماق,bayut,150,137500,917
أم السماق,bayut,225,220000,978
أم السماق,bayut,177,173000,977
أم السماق,bayut,110,75000,682
أم السماق,bayut,190,165000,868
أم السماق,bayut,235,265000,1128
أم السماق,bayut,110,75000,682
أم السماق,bayut,127,90000,709
أم السماق,bayut,190,210000,1105
أم السماق,bayut,190,160000,842
أم السماق,bayut,280,230000,821
أم السماق,bayut,200,230000,1150
أم السماق,bayut,140,180000,1286
أم السماق,bayut,200,230000,1150
أم السماق,bayut,341,440000,1290
أم السماق,bayut,195,200000,1026
أم السماق,bayut,150,118000,787
أم السماق,bayut,225,225000,1000
أم السماق,bayut,190,190000,1000
أم السماق,bayut,205,165000,805
أم السماق,bayut,190,120000,632
أم السماق,bayut,208,125000,601
أم السماق,bayut,502,175000,349
أم السماق,bayut,375,320000,853
أم السماق,bayut,340,306000,900
أم السماق,bayut,450,425000,944
أم السماق,bayut,430,300000,698
أم السماق,bayut,288,195000,677
أم السماق,bayut,245,208000,849
أم السماق,bayut,250,230000,920
أم السماق,bayut,180,215000,1194
أم السماق,bayut,240,260000,1083
أم السماق,bayut,200,245000,1225
أم السماق,bayut,140,95000,679
أم السماق,bayut,120,85000,708
أم السماق,bayut,183,190000,1038
أم السماق,bayut,180,225000,1250
أم السماق,bayut,150,155000,1033
أم السماق,bayut,80,75000,938
أم السماق,bayut,150,92000,613
أم السماق,bayut,300,200000,667
أم السماق,bayut,140,115000,821
أم السماق,bayut,186,120000,645
أم السماق,bayut,164,105000,640
أم السماق,bayut,150,105000,700
أم السماق,bayut,136,72000,529
أم السماق,bayut,206,125000,607
أم السماق,bayut,118,90000,763
أم السماق,bayut,230,130000,565
أم السماق,bayut,180,165000,917
أم السماق,bayut,120,49000,408
أم السماق,opensooq,165,110000,667
أم السماق,opensooq,312,175000,561
أم السماق,opensooq,120,65000,542
أم السماق,opensooq,165,108000,655
أم السماق,opensooq,130,69000,531
أم السماق,opensooq,135,107000,793
أم السماق,opensooq,195,180000,923
أم السماق,opensooq,135,75000,556
أم السماق,opensooq,220,155000,705
أم السماق,opensooq,130,63000,485
أم السماق,opensooq,140,60000,429
أم السماق,opensooq,135,67000,496
أم السماق,opensooq,200,140000,700
أم السماق,opensooq,220,250000,1136
أم السماق,opensooq,306,330000,1078
أم السماق,opensooq,220,210000,955
أم السماق,opensooq,220,240000,1091
أم السماق,opensooq,190,180000,947
أم السماق,opensooq,190,220000,1158
أم السماق,opensooq,220,285000,1295
أم السماق,opensooq,230,220000,957
أم السماق,opensooq,213,165000,775
أم السماق,opensooq,250,147000,588
أم السماق,opensooq,213,110000,516
أم السماق,opensooq,220,95000,432
أم السماق,opensooq,155,119000,768
أم السماق,opensooq,150,119000,793
أم السماق,opensooq,180,73000,406
أم السماق,opensooq,114,67000,588
أم السماق,opensooq,225,152000,676
ضاحية النخيل,qoshan,225,145000,644
ضاحية النخيل,qoshan,210,155000,738
ضاحية النخيل,qoshan,230,210000,913
ضاحية النخيل,qoshan,192,140000,729
ضاحية النخيل,qoshan,200,168000,840
ضاحية النخيل,qoshan,245,215000,878
ضاحية النخيل,qoshan,173,145000,838
ضاحية النخيل,qoshan,220,190000,864
ضاحية النخيل,qoshan,335,240000,716
ضاحية النخيل,qoshan,350,240000,686
ضاحية النخيل,qoshan,200,170000,850
ضاحية النخيل,qoshan,200,190000,950
ضاحية النخيل,qoshan,200,125000,625
ضاحية النخيل,qoshan,180,143000,794
ضاحية النخيل,qoshan,180,450000,2500
ضاحية النخيل,qoshan,185,175000,946
ضاحية النخيل,qoshan,210,175000,833
ضاحية النخيل,qoshan,275,230000,836
ضاحية النخيل,qoshan,167,150000,898
ضاحية النخيل,qoshan,190,165000,868
ضاحية النخيل,qoshan,185,145000,784
ضاحية النخيل,qoshan,239,180000,753
ضاحية النخيل,qoshan,220,230000,1045
ضاحية النخيل,qoshan,180,165000,917
ضاحية النخيل,qoshan,170,135000,794
ضاحية النخيل,qoshan,231,165000,714
ضاحية النخيل,qoshan,158,165000,1044
ضاحية النخيل,opensooq,200,150000,750
ضاحية النخيل,opensooq,273,180000,659
ضاحية النخيل,opensooq,250,170000,680
ضاحية النخيل,opensooq,250,170000,680
ضاحية النخيل,opensooq,175,160000,914
ضاحية النخيل,opensooq,250,225000,900
ضاحية النخيل,opensooq,210,107500,512
ضاحية النخيل,opensooq,150,90000,600
ضاحية النخيل,opensooq,172,115000,669
ضاحية النخيل,opensooq,140,105000,750
ضاحية النخيل,opensooq,250,175000,700
ضاحية النخيل,opensooq,175,165000,943
ضاحية النخيل,opensooq,190,160000,842
ضاحية النخيل,opensooq,450,135000,300
ضاحية النخيل,opensooq,106,79000,745
ضاحية النخيل,opensooq,220,185000,841
ضاحية النخيل,opensooq,185,125000,676
ضاحية النخيل,opensooq,215,170000,791
ضاحية النخيل,opensooq,390,125000,321
ضاحية النخيل,opensooq,230,255000,1109
ضاحية النخيل,opensooq,240,170000,708
خلدا,qoshan,200,220000,1100
خلدا,qoshan,225,200000,889
خلدا,qoshan,195,180000,923
خلدا,qoshan,300,230000,767
خلدا,qoshan,345,365000,1058
خلدا,qoshan,230,130000,565
خلدا,qoshan,185,160000,865
خلدا,qoshan,190,230000,1211
خلدا,qoshan,120,97000,808
خلدا,qoshan,316,450000,1424
خلدا,qoshan,490,290000,592
خلدا,qoshan,213,195000,915
خلدا,qoshan,240,270000,1125
خلدا,qoshan,220,450000,2045
خلدا,qoshan,150,85000,567
خلدا,qoshan,430,460000,1070
خلدا,qoshan,244,155000,635
خلدا,qoshan,300,320000,1067
خلدا,qoshan,220,215000,977
خلدا,qoshan,195,150000,769
خلدا,qoshan,199,145000,729
خلدا,qoshan,179,105000,587
خلدا,qoshan,190,145000,763
خلدا,qoshan,277,220000,794
خلدا,qoshan,147,97000,660
خلدا,qoshan,433,330000,762
خلدا,qoshan,300,260000,867
خلدا,qoshan,270,230000,852
خلدا,qoshan,230,140000,609
خلدا,qoshan,150,130000,867
خلدا,qoshan,146,136000,932
خلدا,qoshan,200,450000,2250
خلدا,qoshan,207,150000,725
خلدا,qoshan,226,300000,1327
خلدا,qoshan,403,235000,583
خلدا,qoshan,180,450000,2500
خلدا,qoshan,275,235000,855
خلدا,qoshan,200,195000,975
خلدا,qoshan,150,185000,1233
خلدا,qoshan,200,230000,1150
خلدا,qoshan,145,135000,931
خلدا,qoshan,230,270000,1174
خلدا,qoshan,188,115000,612
خلدا,qoshan,275,290000,1055
خلدا,qoshan,130,110000,846
خلدا,qoshan,220,180000,818
خلدا,qoshan,290,270000,931
خلدا,qoshan,242,230000,950
خلدا,qoshan,170,135000,794
خلدا,qoshan,191,175000,916
خلدا,qoshan,150,125000,833
خلدا,qoshan,245,175000,714
خلدا,qoshan,138,135000,978
خلدا,qoshan,200,180000,900
خلدا,qoshan,227,210000,925
خلدا,qoshan,350,300000,857
خلدا,qoshan,160,147000,919
خلدا,qoshan,170,145000,853
خلدا,qoshan,195,125000,641
خلدا,qoshan,190,130000,684
خلدا,qoshan,400,360000,900
خلدا,qoshan,180,140000,778
خلدا,qoshan,240,220000,917
خلدا,qoshan,245,250000,1020
خلدا,qoshan,264,200000,758
خلدا,qoshan,211,192000,910
خلدا,qoshan,213,450000,2113
خلدا,qoshan,245,185000,755
خلدا,qoshan,200,130000,650
خلدا,bayut,160,83000,519
خلدا,bayut,155,110000,710
خلدا,bayut,210,135000,643
خلدا,bayut,180,155000,861
خلدا,bayut,180,129000,717
خلدا,bayut,105,70000,667
خلدا,bayut,340,127000,374
خلدا,bayut,250,195000,780
خلدا,bayut,225,195000,867
خلدا,bayut,275,155000,564
خلدا,bayut,310,139000,448
خلدا,bayut,175,83000,474
خلدا,bayut,140,88000,629
خلدا,bayut,210,124000,590
خلدا,bayut,300,170000,567
خلدا,bayut,245,175000,714
خلدا,bayut,260,145000,558
خلدا,bayut,175,120000,686
خلدا,bayut,140,150000,1071
خلدا,bayut,185,88000,476
خلدا,bayut,260,245000,942
خلدا,bayut,215,150000,698
خلدا,bayut,150,145000,967
خلدا,bayut,170,125000,735
خلدا,bayut,165,110000,667
خلدا,bayut,325,250000,769
خلدا,bayut,170,130000,765
خلدا,bayut,425,260000,612
خلدا,bayut,145,90000,621
خلدا,bayut,160,100000,625
خلدا,bayut,275,175000,636
خلدا,bayut,280,220000,786
خلدا,bayut,125,67500,540
خلدا,bayut,145,77000,531
خلدا,bayut,235,166000,706
خلدا,bayut,110,80000,727
خلدا,bayut,218,185000,849
خلدا,bayut,160,145000,906
خلدا,bayut,185,200000,1081
خلدا,bayut,225,137000,609
خلدا,bayut,150,170000,1133
خلدا,bayut,192,190000,990
خلدا,bayut,206,180000,874
خلدا,bayut,242,240000,992
خلدا,bayut,150,145000,967
خلدا,bayut,200,200000,1000
خلدا,bayut,200,180000,900
خلدا,bayut,200,190000,950
خلدا,bayut,200,190000,950
خلدا,bayut,200,160000,800
خلدا,bayut,350,200000,571
خلدا,bayut,230,230000,1000
خلدا,bayut,230,277000,1204
خلدا,bayut,144,100000,694
خلدا,bayut,370,300000,811
خلدا,bayut,200,145000,725
خلدا,bayut,170,110000,647
خلدا,bayut,217,145000,668
خلدا,bayut,200,180000,900
خلدا,bayut,150,140000,933
خلدا,bayut,350,225000,643
خلدا,bayut,192,190000,990
خلدا,bayut,195,150000,769
خلدا,bayut,188,92000,489
خلدا,bayut,173,164000,948
خلدا,bayut,150,154000,1027
خلدا,bayut,340,280000,824
خلدا,bayut,147,95000,646
خلدا,bayut,200,180000,900
خلدا,bayut,350,245000,700
خلدا,bayut,185,120000,649
خلدا,bayut,145,133000,917
خلدا,bayut,200,200000,1000
خلدا,bayut,240,200000,833
خلدا,bayut,198,185000,934
خلدا,bayut,240,185000,771
خلدا,bayut,281,170000,605
خلدا,bayut,180,215000,1194
