area,source,size_m2,price_jod,price_per_m2
خلدا,bayut,212,245000,1156
خلدا,bayut,235,240000,1021
خلدا,bayut,235,250000,1064
خلدا,bayut,148,118000,797
خلدا,bayut,156,115000,737
خلدا,bayut,100,82000,820
خلدا,bayut,250,330000,1320
خلدا,bayut,190,210000,1105
خلدا,bayut,170,175000,1029
خلدا,bayut,260,225000,865
خلدا,bayut,225,150000,667
خلدا,bayut,180,125000,694
خلدا,bayut,455,250000,549
خلدا,bayut,363,400000,1102
خلدا,bayut,150,75000,500
خلدا,bayut,200,118000,590
خلدا,bayut,210,240000,1143
خلدا,bayut,200,148000,740
خلدا,bayut,170,75000,441
خلدا,bayut,230,215000,935
خلدا,bayut,145,120000,828
خلدا,bayut,175,135000,771
خلدا,bayut,145,115000,793
خلدا,bayut,220,160000,727
خلدا,bayut,230,265000,1152
خلدا,bayut,216,115000,532
خلدا,bayut,165,145000,879
خلدا,bayut,215,189000,879
خلدا,bayut,215,225000,1047
خلدا,bayut,104,75000,721
خلدا,bayut,175,163000,931
خلدا,bayut,180,165000,917
خلدا,bayut,170,150000,882
خلدا,bayut,200,180000,900
خلدا,bayut,240,185000,771
خلدا,bayut,210,215000,1024
خلدا,bayut,210,240000,1143
خلدا,bayut,230,215000,935
خلدا,bayut,210,240000,1143
خلدا,bayut,255,205000,804
خلدا,bayut,230,290000,1261
خلدا,bayut,230,245000,1065
خلدا,bayut,225,165000,733
خلدا,bayut,165,112000,679
خلدا,bayut,340,350000,1029
خلدا,bayut,90,65000,722
خلدا,bayut,200,159000,795
خلدا,bayut,200,120000,600
خلدا,bayut,182,115000,632
خلدا,bayut,200,155000,775
خلدا,bayut,320,205000,641
خلدا,bayut,200,220000,1100
خلدا,bayut,750,469000,625
خلدا,bayut,354,230000,650
خلدا,bayut,225,165000,733
خلدا,bayut,170,120000,706
خلدا,bayut,200,160000,800
خلدا,bayut,250,190000,760
خلدا,bayut,205,190000,927
خلدا,bayut,380,200000,526
خلدا,bayut,175,135000,771
خلدا,bayut,180,150000,833
خلدا,bayut,245,190000,776
خلدا,bayut,240,250000,1042
خلدا,bayut,218,150000,688
خلدا,bayut,170,120000,706
خلدا,bayut,220,150000,682
خلدا,bayut,455,450000,989
خلدا,bayut,195,120000,615
خلدا,bayut,220,170000,773
خلدا,bayut,275,240000,873
خلدا,bayut,405,400000,988
خلدا,bayut,200,190000,950
خلدا,bayut,290,300000,1034
خلدا,bayut,290,180000,621
خلدا,bayut,100,95000,950
خلدا,bayut,380,390000,1026
خلدا,bayut,235,185000,787
خلدا,bayut,177,160000,904
خلدا,bayut,235,210000,894
خلدا,bayut,150,122500,817
خلدا,bayut,203,170000,837
خلدا,bayut,240,220000,917
خلدا,bayut,200,190000,950
خلدا,bayut,200,195000,975
خلدا,bayut,205,210000,1024
خلدا,bayut,205,128000,624
خلدا,bayut,200,170000,850
خلدا,bayut,208,155000,745
خلدا,bayut,160,155000,969
خلدا,bayut,220,205000,932
خلدا,bayut,180,105000,583
خلدا,bayut,183,60000,328
خلدا,bayut,195,187000,959
خلدا,bayut,220,130000,591
خلدا,bayut,200,225000,1125
خلدا,bayut,345,360000,1043
خلدا,bayut,130,160000,1231
خلدا,bayut,180,150000,833
خلدا,bayut,170,133000,782
خلدا,bayut,150,173000,1153
خلدا,bayut,195,187000,959
خلدا,bayut,235,235000,1000
خلدا,bayut,230,160000,696
خلدا,bayut,215,205000,953
خلدا,bayut,215,185000,860
خلدا,bayut,214,165000,771
خلدا,bayut,220,169000,768
خلدا,bayut,380,290000,763
خلدا,bayut,195,170000,872
خلدا,bayut,200,245000,1225
خلدا,bayut,200,165000,825
خلدا,bayut,200,165000,825
خلدا,bayut,200,165000,825
خلدا,bayut,140,107000,764
خلدا,bayut,185,105000,568
خلدا,bayut,141,120000,851
خلدا,bayut,300,240000,800
خلدا,bayut,220,180000,818
خلدا,bayut,224,220000,982
خلدا,bayut,220,170000,773
خلدا,bayut,150,125000,833
خلدا,bayut,90,95000,1056
خلدا,bayut,196,135000,689
خلدا,bayut,100,70000,700
خلدا,bayut,192,135000,703
خلدا,bayut,200,125000,625
خلدا,bayut,220,180000,818
خلدا,bayut,200,130000,650
خلدا,bayut,240,220000,917
خلدا,bayut,200,120000,600
خلدا,bayut,200,140000,700
خلدا,bayut,158,122000,772
خلدا,bayut,110,80000,727
خلدا,bayut,110,85000,773
خلدا,bayut,110,85000,773
خلدا,bayut,110,85000,773
خلدا,bayut,180,82000,456
خلدا,bayut,130,70000,538
خلدا,bayut,90,64000,711
خلدا,bayut,200,110000,550
خلدا,bayut,195,185000,949
خلدا,bayut,195,195000,1000
خلدا,bayut,193,100000,518
خلدا,bayut,193,105000,544
خلدا,bayut,134,65000,485
خلدا,bayut,160,87000,544
خلدا,bayut,200,125000,625
خلدا,bayut,190,129000,679
خلدا,bayut,200,125000,625
خلدا,bayut,200,110000,550
خلدا,bayut,140,78000,557
خلدا,bayut,300,255000,850
خلدا,bayut,135,105000,778
خلدا,bayut,190,175000,921
خلدا,bayut,190,100000,526
خلدا,bayut,155,78000,503
خلدا,bayut,170,78000,459
خلدا,bayut,209,95000,455
خلدا,bayut,145,70000,483
خلدا,bayut,210,160000,762
خلدا,bayut,198,138000,697
خلدا,bayut,176,95000,540
خلدا,bayut,245,185000,755
خلدا,bayut,226,137000,606
خلدا,bayut,114,82000,719
خلدا,bayut,200,165000,825
خلدا,bayut,190,185000,974
خلدا,bayut,317,295000,931
خلدا,bayut,200,150000,750
خلدا,bayut,190,190000,1000
خلدا,bayut,150,95000,633
خلدا,bayut,190,170000,895
خلدا,bayut,250,175000,700
خلدا,bayut,240,195000,812
خلدا,bayut,124,100000,806
خلدا,bayut,420,325000,774
خلدا,bayut,230,315000,1370
خلدا,bayut,200,170000,850
خلدا,bayut,200,160000,800
خلدا,bayut,150,105000,700
خلدا,bayut,188,125000,665
خلدا,bayut,213,213000,1000
خلدا,bayut,220,185000,841
خلدا,bayut,190,180000,947
خلدا,bayut,187,155000,829
خلدا,bayut,200,235000,1175
خلدا,bayut,115,50000,435
خلدا,bayut,140,78000,557
خلدا,bayut,150,125000,833
خلدا,bayut,216,250000,1157
خلدا,bayut,140,95000,679
خلدا,bayut,229,200000,873
خلدا,bayut,420,340000,810
خلدا,bayut,190,130000,684
خلدا,bayut,183,150000,820
خلدا,bayut,180,165000,917
خلدا,bayut,192,155000,807
خلدا,bayut,225,160000,711
خلدا,bayut,230,220000,957
خلدا,bayut,200,140000,700
خلدا,bayut,230,165000,717
خلدا,bayut,188,150000,798
خلدا,bayut,230,160000,696
خلدا,bayut,220,170000,773
خلدا,bayut,220,175000,795
خلدا,bayut,287,250000,871
خلدا,bayut,190,125000,658
خلدا,bayut,370,260000,703
خلدا,bayut,139,115000,827
خلدا,bayut,146,120000,822
خلدا,bayut,190,150000,789
خلدا,bayut,165,110000,667
خلدا,bayut,150,95000,633
خلدا,bayut,135,80000,593
خلدا,bayut,245,228000,931
خلدا,bayut,265,240000,906
خلدا,bayut,319,190000,596
خلدا,bayut,320,200000,625
خلدا,bayut,135,85000,630
خلدا,bayut,180,115000,639
خلدا,bayut,210,170000,810
خلدا,bayut,200,130000,650
خلدا,bayut,180,120000,667
خلدا,bayut,200,136000,680
خلدا,bayut,200,130000,650
خلدا,bayut,250,160000,640
خلدا,bayut,177,125000,706
خلدا,bayut,180,150000,833
خلدا,bayut,310,240000,774
خلدا,bayut,130,95000,731
خلدا,bayut,180,138000,767
خلدا,bayut,255,145000,569
خلدا,bayut,200,165000,825
خلدا,bayut,230,200000,870
خلدا,bayut,190,145000,763
خلدا,bayut,187,120000,642
خلدا,bayut,195,150000,769
خلدا,bayut,200,155000,775
خلدا,bayut,305,195000,639
خلدا,bayut,165,128000,776
خلدا,bayut,210,165000,786
خلدا,bayut,282,120000,426
خلدا,bayut,228,115000,504
خلدا,bayut,245,160000,653
خلدا,bayut,330,265000,803
خلدا,bayut,216,140000,648
خلدا,bayut,173,85000,491
خلدا,bayut,160,130000,812
خلدا,bayut,275,290000,1055
خلدا,opensooq,190,195000,1026
خلدا,opensooq,185,123000,665
خلدا,opensooq,223,230000,1031
خلدا,opensooq,190,89000,468
خلدا,opensooq,218,250000,1147
خلدا,opensooq,140,75000,536
خلدا,opensooq,160,105000,656
خلدا,opensooq,150,95000,633
خلدا,opensooq,240,174000,725
خلدا,opensooq,191,100000,524
خلدا,opensooq,140,110000,786
خلدا,opensooq,140,88000,629
خلدا,opensooq,150,89000,593
خلدا,opensooq,150,85000,567
خلدا,opensooq,165,125000,758
خلدا,opensooq,245,145000,592
خلدا,opensooq,310,139000,448
خلدا,opensooq,200,180000,900
خلدا,opensooq,168,73000,435
خلدا,opensooq,170,134000,788
خلدا,opensooq,210,137000,652
خلدا,opensooq,125,67500,540
خلدا,opensooq,235,225000,957
خلدا,opensooq,102,57000,559
خلدا,opensooq,355,190000,535
خلدا,opensooq,90,39000,433
خلدا,opensooq,240,105000,438
خلدا,opensooq,220,195000,886
خلدا,opensooq,600,365000,608
خلدا,opensooq,175,126000,720
خلدا,opensooq,100,105000,1050
خلدا,opensooq,190,135000,711
خلدا,opensooq,190,109000,574
خلدا,opensooq,175,128000,731
خلدا,opensooq,280,225000,804
خلدا,opensooq,160,130000,812
خلدا,opensooq,160,125000,781
خلدا,opensooq,130,95000,731
خلدا,opensooq,145,80000,552
خلدا,opensooq,185,93000,503
خلدا,opensooq,230,195000,848
خلدا,opensooq,212,95000,448
خلدا,opensooq,163,97000,595
خلدا,opensooq,370,220000,595
خلدا,opensooq,154,112000,727
خلدا,opensooq,200,180000,900
خلدا,opensooq,370,315000,851
خلدا,opensooq,225,200000,889
خلدا,opensooq,225,147000,653
خلدا,opensooq,275,190000,691
خلدا,opensooq,165,80000,485
خلدا,opensooq,150,86000,573
خلدا,opensooq,335,190000,567
خلدا,opensooq,121,85000,702
خلدا,opensooq,160,75000,469
خلدا,opensooq,235,166000,706
خلدا,opensooq,240,180000,750
خلدا,opensooq,120,41000,342
خلدا,opensooq,135,72000,533
خلدا,opensooq,180,127000,706
خلدا,opensooq,225,155000,689
خلدا,opensooq,170,118000,694
خلدا,opensooq,190,160000,842
خلدا,opensooq,105,68000,648
خلدا,opensooq,235,165000,702
خلدا,opensooq,165,107000,648
خلدا,opensooq,280,225000,804
خلدا,opensooq,110,80000,727
خلدا,opensooq,178,77000,433
خلدا,opensooq,225,145000,644
خلدا,opensooq,175,85000,486
خلدا,opensooq,138,59000,428
خلدا,opensooq,230,165000,717
خلدا,opensooq,340,127000,374
خلدا,opensooq,210,40000,190
خلدا,opensooq,230,140000,609
خلدا,opensooq,207,120000,580
خلدا,opensooq,52,51000,981
خلدا,opensooq,177,85000,480
خلدا,opensooq,250,150000,600
خلدا,opensooq,165,68000,412
خلدا,opensooq,150,95000,633
خلدا,opensooq,240,215000,896
خلدا,opensooq,240,185000,771
خلدا,opensooq,320,180000,562
خلدا,opensooq,60,80000,1333
خلدا,opensooq,120,62000,517
خلدا,opensooq,250,160000,640
خلدا,opensooq,196,98000,500
خلدا,opensooq,235,150000,638
طريق المطار,qoshan,170,130000,765
طريق المطار,qoshan,105,135000,1286
طريق المطار,qoshan,230,245000,1065
طريق المطار,qoshan,200,175000,875
طريق المطار,qoshan,173,105000,607
طريق المطار,qoshan,186,160000,860
طريق المطار,qoshan,120,110000,917
طريق المطار,qoshan,200,145000,725
طريق المطار,qoshan,213,175000,822
طريق المطار,qoshan,200,450000,2250
طريق المطار,qoshan,150,119000,793
طريق المطار,qoshan,305,220000,721
طريق المطار,qoshan,186,130000,699
طريق المطار,qoshan,150,100000,667
طريق المطار,qoshan,175,110000,629
طريق المطار,qoshan,175,115000,657
طريق المطار,qoshan,230,165000,717
طريق المطار,bayut,170,120000,706
طريق المطار,bayut,170,130000,765
طريق المطار,bayut,211,139000,659
طريق المطار,bayut,140,77000,550
طريق المطار,bayut,200,122000,610
طريق المطار,bayut,107,58000,542
طريق المطار,bayut,211,139000,659
طريق المطار,bayut,350,169000,483
طريق المطار,bayut,211,150000,711
طريق المطار,bayut,125,62000,496
طريق المطار,bayut,130,69000,531
طريق المطار,bayut,170,130000,765
طريق المطار,bayut,210,240000,1143
طريق المطار,bayut,220,185000,841
طريق المطار,bayut,200,138000,690
طريق المطار,bayut,280,220000,786
طريق المطار,bayut,240,325000,1354
طريق المطار,bayut,197,185000,939
طريق المطار,bayut,235,175000,745
طريق المطار,bayut,235,160000,681
طريق المطار,bayut,170,115000,676
طريق المطار,bayut,165,148000,897
طريق المطار,bayut,175,100000,571
طريق المطار,bayut,175,130000,743
طريق المطار,bayut,170,125000,735
طريق المطار,bayut,175,130000,743
طريق المطار,bayut,196,155000,791
طريق المطار,bayut,160,115000,719
طريق المطار,bayut,200,158000,790
طريق المطار,bayut,180,158000,878
طريق المطار,bayut,690,440000,638
طريق المطار,bayut,240,235000,979
طريق المطار,bayut,240,150000,625
طريق المطار,bayut,200,190000,950
طريق المطار,bayut,200,190000,950
طريق المطار,bayut,143,115000,804
طريق المطار,bayut,400,300000,750
طريق المطار,bayut,250,220000,880
طريق المطار,bayut,250,300000,1200
طريق المطار,bayut,240,189000,788
طريق المطار,bayut,215,179000,833
طريق المطار,bayut,206,205000,995
طريق المطار,bayut,206,190000,922
طريق المطار,bayut,200,140000,700
طريق المطار,bayut,280,205000,732
طريق المطار,bayut,195,150000,769
طريق المطار,bayut,195,150000,769
طريق المطار,bayut,180,170000,944
طريق المطار,bayut,150,150000,1000
طريق المطار,bayut,202,82000,406
طريق المطار,bayut,220,175000,795
طريق المطار,bayut,260,190000,731
طريق المطار,bayut,220,158000,718
طريق المطار,bayut,360,240000,667
طريق المطار,bayut,206,275000,1335
طريق المطار,bayut,180,175000,972
طريق المطار,bayut,165,110000,667
طريق المطار,bayut,180,80000,444
طريق المطار,bayut,255,230000,902
طريق المطار,bayut,235,210000,894
طريق المطار,bayut,210,135000,643
طريق المطار,bayut,150,88000,587
طريق المطار,bayut,175,150000,857
طريق المطار,bayut,186,165000,887
طريق المطار,bayut,270,305000,1130
طريق المطار,bayut,340,190000,559
طريق المطار,bayut,340,200000,588
طريق المطار,bayut,250,175000,700
طريق المطار,bayut,340,185000,544
طريق المطار,bayut,255,175000,686
طريق المطار,bayut,148,70000,473
طريق المطار,bayut,150,100000,667
طريق المطار,bayut,206,230000,1117
طريق المطار,bayut,185,188000,1016
طريق المطار,bayut,190,135000,711
طريق المطار,bayut,195,147000,754
طريق المطار,bayut,180,130000,722
طريق المطار,bayut,251,175000,697
طريق المطار,bayut,150,121000,807
طريق المطار,bayut,200,170000,850
طريق المطار,bayut,155,120000,774
طريق المطار,bayut,204,165000,809
طريق المطار,bayut,350,250000,714
طريق المطار,bayut,174,130000,747
طريق المطار,bayut,204,160000,784
طريق المطار,bayut,210,140000,667
طريق المطار,bayut,310,180000,581
طريق المطار,bayut,192,128000,667
طريق المطار,bayut,270,248000,919
طريق المطار,bayut,180,136000,756
طريق المطار,bayut,200,200000,1000
طريق المطار,bayut,155,115000,742
طريق المطار,bayut,200,150000,750
طريق المطار,bayut,240,190000,792
طريق المطار,bayut,160,110000,688
طريق المطار,bayut,155,130000,839
طريق المطار,bayut,163,92000,564
طريق المطار,bayut,215,88000,409
طريق المطار,bayut,146,90000,616
طريق المطار,bayut,405,250000,617
طريق المطار,bayut,200,210000,1050
طريق المطار,bayut,245,140000,571
طريق المطار,bayut,150,119000,793
طريق المطار,bayut,150,119000,793
طريق المطار,bayut,200,125000,625
طريق المطار,opensooq,250,170000,680
طريق المطار,opensooq,217,210000,968
طريق المطار,opensooq,215,195000,907
طريق المطار,opensooq,120,55000,458
طريق المطار,opensooq,210,127000,605
طريق المطار,opensooq,210,149000,710
طريق المطار,opensooq,234,250000,1068
طريق المطار,opensooq,210,139000,662
طريق المطار,opensooq,227,169000,744
طريق المطار,opensooq,225,110000,489
طريق المطار,opensooq,195,130000,667
طريق المطار,opensooq,272,280000,1029
طريق المطار,opensooq,194,170000,876
طريق المطار,opensooq,176,160000,909
طريق المطار,opensooq,175,59000,337
طريق المطار,opensooq,185,162000,876
طريق المطار,opensooq,179,112000,626
طريق المطار,opensooq,235,170000,723
طريق المطار,opensooq,210,135000,643
طريق المطار,opensooq,140,85000,607
حي الصحابة,qoshan,200,150000,750
حي الصحابة,qoshan,266,180000,677
حي الصحابة,opensooq,164,85000,518
حي الصحابة,opensooq,170,85000,500
حي الصحابة,opensooq,154,69000,448
حي الصحابة,opensooq,155,120000,774
حي الصحابة,opensooq,195,225000,1154
حي الصحابة,opensooq,160,125000,781
حي الصحابة,opensooq,217,155000,714
حي الصحابة,opensooq,220,235000,1068
حي الصحابة,opensooq,220,145000,659
الجبيهة,bayut,220,118000,536
الجبيهة,bayut,200,105000,525
الجبيهة,bayut,200,119000,595
الجبيهة,bayut,170,82000,482
الجبيهة,bayut,190,93000,489
الجبيهة,bayut,180,93000,517
الجبيهة,bayut,220,118000,536
الجبيهة,bayut,170,82000,482
الجبيهة,bayut,170,100000,588
الجبيهة,bayut,180,100000,556
الجبيهة,bayut,170,89000,524
الجبيهة,bayut,180,93000,517
الجبيهة,bayut,170,99000,582
الجبيهة,bayut,180,100000,556
الجبيهة,bayut,180,93000,517
الجبيهة,bayut,168,100000,595
الجبيهة,bayut,180,100000,556
الجبيهة,bayut,180,93000,517
الجبيهة,bayut,180,93000,517
الجبيهة,bayut,120,60000,500
الجبيهة,bayut,197,120000,609
الجبيهة,bayut,206,115000,558
الجبيهة,bayut,150,100000,667
الجبيهة,bayut,280,127000,454
الجبيهة,bayut,96,40000,417
الجبيهة,bayut,220,110000,500
الجبيهة,bayut,220,110000,500
الجبيهة,bayut,125,80000,640
الجبيهة,bayut,167,69000,413
الجبيهة,bayut,200,135000,675
الجبيهة,bayut,118,100000,847
الجبيهة,bayut,290,225000,776
الجبيهة,bayut,186,95000,511
الجبيهة,bayut,175,140000,800
الجبيهة,bayut,185,105000,568
الجبيهة,bayut,150,100000,667
الجبيهة,bayut,180,88000,489
الجبيهة,bayut,175,99000,566
الجبيهة,bayut,360,280000,778
الجبيهة,bayut,145,90000,621
الجبيهة,bayut,176,95000,540
الجبيهة,bayut,160,83000,519
الجبيهة,bayut,150,85000,567
الجبيهة,bayut,170,100000,588
الجبيهة,bayut,155,137000,884
الجبيهة,bayut,150,100000,667
الجبيهة,bayut,110,115000,1045
الجبيهة,bayut,180,93000,517
الجبيهة,bayut,240,130000,542
الجبيهة,bayut,250,70000,280
الجبيهة,bayut,150,110000,733
الجبيهة,bayut,195,150000,769
الجبيهة,bayut,125,70000,560
الجبيهة,bayut,171,100000,585
الجبيهة,bayut,172,98000,570
الجبيهة,bayut,147,75000,510
الجبيهة,bayut,285,150000,526
الجبيهة,bayut,190,125000,658
الجبيهة,bayut,154,70000,455
الجبيهة,bayut,164,92000,561
الجبيهة,bayut,180,95000,528
الجبيهة,bayut,250,130000,520
الجبيهة,bayut,411,370000,900
الجبيهة,bayut,150,90000,600
الجبيهة,bayut,78,60000,769
الجبيهة,bayut,191,90000,471
الجبيهة,bayut,182,113000,621
الجبيهة,bayut,132,57000,432
الجبيهة,bayut,180,125000,694
الجبيهة,bayut,170,90000,529
الجبيهة,bayut,142,65000,458
الجبيهة,bayut,208,125000,601
الجبيهة,bayut,211,130000,616
الجبيهة,bayut,208,110000,529
الجبيهة,bayut,200,55000,275
الجبيهة,bayut,139,55000,396
الجبيهة,bayut,121,55000,455
الجبيهة,bayut,186,55000,296
الجبيهة,bayut,130,55000,423
الجبيهة,bayut,200,55000,275
الجبيهة,bayut,121,55000,455
الجبيهة,bayut,121,55000,455
الجبيهة,bayut,200,98000,490
الجبيهة,bayut,166,95000,572
الجبيهة,bayut,200,105000,525
الجبيهة,bayut,127,75000,591
الجبيهة,bayut,122,75000,615
الجبيهة,bayut,160,92000,575
الجبيهة,bayut,120,78000,650
الجبيهة,bayut,120,71500,596
الجبيهة,bayut,99,60500,611
الجبيهة,bayut,134,84500,631
الجبيهة,bayut,160,88000,550
الجبيهة,opensooq,200,125000,625
الجبيهة,opensooq,190,130000,684
الجبيهة,opensooq,195,125000,641
الجبيهة,opensooq,195,125000,641
الجبيهة,opensooq,196,135000,689
الجبيهة,opensooq,213,135000,634
الجبيهة,opensooq,165,95000,576
الجبيهة,opensooq,210,115000,548
الجبيهة,opensooq,180,94000,522
الجبيهة,opensooq,174,95000,546
الجبيهة,opensooq,202,95000,470
الجبيهة,opensooq,177,88000,497
الجبيهة,opensooq,180,87000,483
الجبيهة,opensooq,185,105000,568
الجبيهة,opensooq,140,58000,414
الجبيهة,opensooq,150,65000,433
الجبيهة,opensooq,131,68000,519
الجبيهة,opensooq,160,95000,594
الجبيهة,opensooq,120,62000,517
الجبيهة,opensooq,140,55000,393
الجبيهة,opensooq,165,84000,509
الجبيهة,opensooq,130,61000,469
الجبيهة,opensooq,145,79000,545
الجبيهة,opensooq,150,68000,453
الجبيهة,opensooq,150,75000,500
الجبيهة,opensooq,183,95000,519
الجبيهة,opensooq,121,50000,413
الجبيهة,opensooq,150,77000,513
الجبيهة,opensooq,165,85000,515
الجبيهة,opensooq,175,110000,629
الجبيهة,opensooq,175,110000,629
الجبيهة,opensooq,90,50000,556
الجبيهة,opensooq,185,85000,459
الجبيهة,opensooq,90,39000,433
الجبيهة,opensooq,207,100000,483
الجبيهة,opensooq,244,155000,635
الجبيهة,opensooq,185,90000,486
الجبيهة,opensooq,145,72000,497
الجبيهة,opensooq,160,70000,438
الجبيهة,opensooq,160,55000,344
الجبيهة,opensooq,190,85000,447
الجبيهة,opensooq,185,95000,514
الجبيهة,opensooq,150,69000,460
الجبيهة,opensooq,153,47000,307
الجبيهة,opensooq,180,80000,444
شفا بدران,bayut,171,85000,497
شفا بدران,bayut,150,128000,853
شفا بدران,bayut,186,75000,403
شفا بدران,bayut,175,105000,600
شفا بدران,bayut,175,86000,491
شفا بدران,bayut,175,86000,491
شفا بدران,bayut,175,86000,491
شفا بدران,bayut,175,105000,600
شفا بدران,bayut,144,74000,514
شفا بدران,bayut,112,55000,491
شفا بدران,bayut,173,85000,491
شفا بدران,bayut,150,67000,447
شفا بدران,bayut,149,115000,772
شفا بدران,bayut,520,275000,529
شفا بدران,bayut,143,70000,490
شفا بدران,bayut,130,70000,538
شفا بدران,bayut,190,75000,395
شفا بدران,bayut,186,85000,457
شفا بدران,bayut,150,64000,427
شفا بدران,bayut,170,75000,441
شفا بدران,bayut,170,65000,382
شفا بدران,bayut,150,67000,447
شفا بدران,bayut,125,85000,680
شفا بدران,bayut,164,70000,427
شفا بدران,bayut,150,70000,467
شفا بدران,bayut,115,56000,487
شفا بدران,bayut,115,56000,487
شفا بدران,bayut,97,43000,443
شفا بدران,bayut,97,43000,443
شفا بدران,bayut,90,45000,500
شفا بدران,bayut,150,95000,633
شفا بدران,bayut,123,55000,447
شفا بدران,bayut,143,55000,385
شفا بدران,bayut,144,57000,396
شفا بدران,bayut,150,74000,493
شفا بدران,bayut,553,550000,995
شفا بدران,bayut,170,76000,447
شفا بدران,bayut,183,82000,448
شفا بدران,bayut,90,38000,422
شفا بدران,bayut,120,50000,417
شفا بدران,opensooq,154,93000,604
شفا بدران,opensooq,180,84000,467
شفا بدران,opensooq,180,101000,561
شفا بدران,opensooq,170,97000,571
شفا بدران,opensooq,180,105000,583
شفا بدران,opensooq,195,92000,472
شفا بدران,opensooq,160,82000,512
شفا بدران,opensooq,200,88000,440
شفا بدران,opensooq,175,104000,594
شفا بدران,opensooq,180,88000,489
شفا بدران,opensooq,170,79000,465
شفا بدران,opensooq,210,98000,467
شفا بدران,opensooq,230,115000,500
شفا بدران,opensooq,158,59000,373
شفا بدران,opensooq,140,69000,493
شفا بدران,opensooq,225,82000,364
شفا بدران,opensooq,160,77000,481
شفا بدران,opensooq,206,95000,461
شفا بدران,opensooq,154,70000,455
شفا بدران,opensooq,185,112000,605
شفا بدران,opensooq,160,88000,550
شفا بدران,opensooq,250,120000,480
شفا بدران,opensooq,150,62000,413
شفا بدران,opensooq,165,76000,461
شفا بدران,opensooq,183,110000,601
شفا بدران,opensooq,182,117000,643
شفا بدران,opensooq,160,80000,500
شفا بدران,opensooq,200,75000,375
شفا بدران,opensooq,220,149000,677
شفا بدران,opensooq,185,75000,405
شفا بدران,opensooq,145,59000,407
شفا بدران,opensooq,142,64000,451
شفا بدران,opensooq,165,90000,545
شفا بدران,opensooq,150,128000,853
شفا بدران,opensooq,170,107000,629
شفا بدران,opensooq,171,82000,480
شفا بدران,opensooq,180,88000,489
شفا بدران,opensooq,150,65000,433
شفا بدران,opensooq,170,127000,747
شفا بدران,opensooq,205,50000,244
