area,source,size_m2,price_jod,price_per_m2,title
أم السماق,qoshan,120,95000,792,شقق 120متر بمواصفات عالية في أم السماق
أم السماق,qoshan,140,110000,786,أخير مع رووف استثماري في أم السماق
أم السماق,qoshan,181,140000,773,أرضية مع حديقة على مستوى الشارع في أم السماق
أم السماق,qoshan,200,175000,875,أخير مع رووف بتشطيبات خاصة في أم السماق
أم السماق,qoshan,200,230000,1150,شقق أرضية 200م مع تراسات وحدائق في أم السماق
أم السماق,qoshan,100,90000,900,100م مفروشة فرش فاخر في ام السماق
أم السماق,qoshan,250,230000,920,شقة أخير مع رووف دوبلكس 250م في أم السماق
أم السماق,qoshan,240,200000,833,طابق اخير 240م بموقع مميز في ام السماق
أم السماق,qoshan,265,240000,906,أخير مع رووف بإطلالة مميزة وتشطيبات عالية في ام السماق
أم السماق,qoshan,301,220000,731,أخير مع رووف 301م دوبلكس خلف سيتي مول
أم السماق,qoshan,286,210000,734,شقة مفروشة دوبلكس مع رووف باطلالة مميزة
أم السماق,qoshan,230,230000,1000,شقق مميزة وبمساحات مختلفة في أم السماق
أم السماق,qoshan,265,300000,1132,طابقية أرضية مميزة للبيع ش.عبدالله غوشة
أم السماق,qoshan,325,145000,446,شقة أرضية بمساحة ١٥٨متر في ام السماق
أم السماق,bayut,300,140000,467,"4 Bedrooms Apartment For Sale Um Al Summaq, Amman"
أم السماق,bayut,215,110000,512,"4 Bedrooms Apartment For Sale Um Al Summaq, Amman"
أم السماق,bayut,170,130000,765,"3 Bedrooms Apartment For Sale Um Al Summaq, Amman"
أم السماق,bayut,165,75000,455,3 Bedrooms Apartment For Sale Um Al Summaq Amman
أم السماق,bayut,230,189000,822,"4 Bedrooms Apartment For Sale Um Al Summaq, Amman"
أم السماق,bayut,290,245000,845,"4 Bedrooms Apartment For Sale Um Al Summaq, Amman"
أم السماق,bayut,300,175000,583,"4 Bedrooms Apartment For Sale Um Al Summaq, Amman"
أم السماق,bayut,180,225000,1250,"3 Bedrooms Apartment For Sale in Um Al Summaq, Amman"
أم السماق,bayut,220,225000,1023,Duplex last floor with roof for sale in Umm Al-Summaq 270m
أم السماق,bayut,200,250000,1250,Duplex last floor with roof for sale in Umm Al-Summaq 250m
أم السماق,bayut,235,230000,979,Luxury Apartment For Sale In Um Al Summaq
أم السماق,bayut,228,250000,1096,Apartment with garden 2023 for sale in Um AlSummaq 228m
أم السماق,bayut,228,170000,746,Apartment 2023 with view for sale in Um AlSummaq 228m
أم السماق,bayut,262,250000,954,Duplex last floor with roof apartment for sale in Um Al-Summaq 262m
أم السماق,bayut,200,120000,600,3rd floor apartment for sale in Um Al-Summaq 200m
أم السماق,bayut,268,165000,616,Apartment For Sale In Um Al Summaq
أم السماق,bayut,236,100000,424,Apartment For Sale In Um Al Summaq
أم السماق,bayut,165,65000,394,1st floor apartment for sale in Um Al Summaq building area of 165m
أم السماق,bayut,182,160000,879,Ground floor with garden apartment for sale in Um Al-Summaq 182m
أم السماق,bayut,186,125000,672,1st floor apartment for sale in Um Al-Summaq 186m
أم السماق,bayut,186,125000,672,3rd floor apartment for sale in Um Al-Summaq 186m
أم السماق,bayut,350,270000,771,Duplex ground floor apartment for sale in Um Al-Summaq 350m
أم السماق,bayut,350,300000,857,Flat and duplex last floor with roof for sale in Um Al-Summaq 470m
أم السماق,bayut,420,270000,643,Triplex ground floor apartment for sale in Um Al-Summaq 420m
أم السماق,bayut,212,160000,755,Ground floor with garden for for-sale in Um Al-Summaq building area 212m
أم السماق,bayut,201,140000,697,Ground floor with terrace for for-sale in Um Al Summaq building area 201m
أم السماق,bayut,250,155000,620,شقة للبيع في ام السماق
أم السماق,bayut,165,155000,939,"Ground floor apartment with outdoor space for sale in Um AlSummaq, building area 165 m, external area 35 m"
أم السماق,bayut,200,175000,875,A last with roof apartment for sale in Um AlSummaq with a total builtup area of 200 m
أم السماق,bayut,237,195000,823,Ground floor apartment with terrace for sale in Umm AlSummaq with a building area of 237
أم السماق,bayut,160,90000,562,شقة شبه ارضي للبيع في اجمل مناطق ام السماق - مساحة 100 مع تراس 60 متر
أم السماق,bayut,180,98000,544,
أم السماق,bayut,190,175000,921,"Ground floor apartment with garden for sale in Um AlSummaq, building area 190m garden 20m"
أم السماق,bayut,190,205000,1079,شقة مع رووف دوبلكس 4 نوم جديده في ام السماق
أم السماق,bayut,80,95000,1188,ام السماق شقة شبه ارضية مشمسة للبيع مع ترس 80 متر
أم السماق,bayut,135,165000,1222,شقة مع رووف ( دوبلكس ) جديدة للبيع في ام السماق
أم السماق,bayut,170,145000,853,أم سماق شقة طابق أول للبيع جديدة 170 متر
أم السماق,bayut,120,102000,850,شقة طابق ثاني للبيع جديدة في أم سماق 3 نوم
أم السماق,bayut,135,115000,852,أم سماق شقة طابق أول للبيع جديدة مكونه من 3 نوم
أم السماق,bayut,100,78000,780,شقة للبيع جديدة في ام السماق 100 متر
أم السماق,bayut,260,250000,962,شقة شبه أرضي مع حديقة و كراج خاص في ام السماق
أم السماق,bayut,180,190000,1056,للبيع شقة فخمة ( ملوكيه ) جديدة في ام السماق
أم السماق,bayut,200,170000,850,شقة أرضية مع ترس للبيع في ام السماق جديدة 200 متر
أم السماق,bayut,194,160000,825,شقة للبيع في ام السماق طابق ارضي مساحة البناء 194 م مساحة الترس 70 م
أم السماق,bayut,200,185000,925,شقة للبيع في ام السماق طابق ارضي مساحة البناء 200 م مساحة الترس 160
أم السماق,bayut,194,150000,773,شقة للبيع في ام السماق طابق ارضي مساحة البناء 194 م مساحة الترس 26 م
أم السماق,bayut,220,130000,591,"Semi ground apartment with garden for sale in the Um Al Summaq, building area 220"
أم السماق,bayut,100,85000,850,للبيع شقة استثمارية في ام السماق مساحة 100 متر
أم السماق,bayut,200,160000,800,أم السماق شقة مع حديقة وكراج خاص جديدة للبيع
أم السماق,bayut,230,175000,761,شقة جديدة للبيع 4 نوم طابق اول في ام السماق
أم السماق,bayut,170,145000,853,للبيع شقة أرضية جديدة مع تراسات في ام السماق
أم السماق,bayut,200,190000,950,شقة فاخرة في أجمل مناطق أم السماق بتشطيبات عالية الجودة
أم السماق,bayut,190,140000,737,"Fourth-floor apartment for sale in the most beautiful areas of Um Al Summaq, building area 190 m2"
أم السماق,bayut,190,140000,737,Fourth-floor apartment for sale in the most beautiful areas of Um Al Summaq | 190 SQM
أم السماق,bayut,200,157000,785,Luxurious new fully furnished royal apartment for sale | Um Al Summaq
أم السماق,bayut,207,185000,894,Ground floor apartment for sale in Um Al Summaq  | 207 SQM
أم السماق,bayut,225,185000,822,Duplex apartment with roof for sale in Um Al Summaq
أم السماق,bayut,240,190000,792,شقة أرضية دوبلكس في ام السماق الشمالي للبيع مساحة 240 م2
أم السماق,bayut,180,135000,750,Brand New apartment for sale in Um Al Summaq | 180 SQM
أم السماق,bayut,141,86000,610,"Luxury apartment for sale in Um Al Summaq, area of ​​| 141 SQM new first floor"
أم السماق,bayut,150,105000,700,Apartment for sale in Um Al Summaq | 150 SQM
أم السماق,bayut,190,160000,842,شقة طابق ثاني في ام السماق الشمالي للبيع | 190م 2
أم السماق,bayut,230,180000,783,شقة طابق رابع في ام السماق الشمالي للبيع مساحة 230 م2
أم السماق,bayut,168,130000,774,شقة طابق ثالث في ام السماق الشمالي للبيع | 168م2
أم السماق,bayut,160,115000,719,شقة طابق ثاني في ام السماق الشمالي للبيع | 160م 2
أم السماق,bayut,525,260000,495,شقة طابق اخير مع روف للبيع في الاردن - عمان - ام السماق بمساحة 525م 
أم السماق,bayut,320,175000,547,رووف للبيع في الاردن -عمان - ام السماق مساحه 320م  
أم السماق,bayut,250,137000,548,شقه طابق ثالث  للبيع في الاردن -عمان - ام السماق مساحه 250م
أم السماق,bayut,136,140000,1029,شقة طابق ثالث للبيع في الاردن - عمان - ام السماق  مساحة 136م
أم السماق,bayut,235,230000,979,شقه شبه ارضيه للبيع في الاردن - عمان -ام السماق  بمساحه 235 متر 
أم السماق,bayut,180,113000,628,شقه طابق ثالث  للبيع في الاردن - عمان - ام السماق بمساحه 180م
أم السماق,bayut,150,97000,647,شقه طابق اول  للبيع في الاردن - عمان - ام السماق بمساحه 150م 
أم السماق,bayut,150,125000,833,شقه طابق ارضي للبيع في الاردن - عمان - ام السماق  بمساحه 150م
أم السماق,bayut,195,135000,692,شقة طابق تاني   للبيع في الاردن - عمان - ام السماق مساحة 195م
أم السماق,bayut,170,115000,676,شقة طابق اول للبيع في الاردن- عمان - ام السماق بمساحه 170م
أم السماق,bayut,167,99000,593,شقة طابق تاني  للبيع في الاردن - عمان - ام السماق مساحة 167م
أم السماق,bayut,207,128000,618,شقة طابق تاني للبيع في الاردن - عمان - ام السماق مساحة 207م
أم السماق,bayut,170,75000,441,شقه طابق اول  للبيع في الاردن - عمان - ام السماق بمساحه 170م 
أم السماق,bayut,228,150000,658,شقه طابق اول  للبيع في الاردن - عمان - ام السماق بمساحه 228م 
أم السماق,bayut,140,135000,964,شقه طابق ثاني للبيع في الاردن - عمان - ام السماق بمساحه 140م
أم السماق,bayut,130,135000,1038,شقه طابق ارضي للبيع في الاردن -عمان - ام السماق بمساحه 130م
أم السماق,bayut,330,295000,894,شقه دوبلكس (تسويه -ارضي) طابقية للبيع في ام السماق بمساحه 330 متر
أم السماق,bayut,245,195000,796,شقه طابق اخير مع روف للبيع في الاردن - عمان - ام السماق 245م
أم السماق,bayut,225,190000,844,شقه طابق اول للبيع في الاردن - عمان - ام السماق بمساحه 225م
أم السماق,bayut,170,160000,941,طابق ارضي معلق للبيع في الاردن - عمان - ام السماق بمساحه 170 متر 
أم السماق,bayut,110,85000,773,شقه مفروشه تسويه للبيع في الاردن - عمان - ام السماق بمساحه 110 متر 
أم السماق,bayut,230,130000,565,شقة طابق ثالث للبيع في الاردن - عمان - ام السماق بمساحة 230 م
أم السماق,bayut,175,115000,657,شقه شبه ارضي للبيع في الاردن - عمان - ام السماق مساحه 175 م
أم السماق,bayut,181,160000,884,شقه طابق ثالث للبيع في الاردن - عمان - ام السماق مساحه 181 م
أم السماق,bayut,110,70000,636,شقة تسويه للبيع في الاردن - عمان  ام السماق مساحة 110م
أم السماق,bayut,158,130000,823,شقه مميزه طابق ارضي للبيع في ام السماق مساحتها 158 م 
أم السماق,bayut,275,290000,1055,شقه طابق ارضي للبيع في الاردن - عمان -  ام السماق مساحتها 275 متر 
أم السماق,bayut,175,155000,886,شقه طابق ارضي للبيع في الاردن - عمان - ام السماق مساحتها 175م 
أم السماق,bayut,143,135000,944,شقه طابق ارضي للبيع في ام السماق مساحتها 143 متر 
أم السماق,bayut,177,170000,960,شقه طابق ثالث للبيع في الاردن - عمان - ام السماق مساحتها 177 م
أم السماق,bayut,148,130000,878,شقه شبه ارضي للبيع في الاردن -عمان -  ام السماق مساحه 148 متر 
أم السماق,bayut,150,114000,760,شقه طابق ارضي للبيع في الاردن - عمان - ام السماق مساحة 150م
أم السماق,bayut,175,130000,743,شقه طابق اول للبيع في الاردن - عمان - ام السماق    
أم السماق,bayut,240,250000,1042,شقه دوبلكس (تسويه -ارضي) للبيع في ام السماق بمساحه 240 متر 
أم السماق,bayut,240,240000,1000,شقه طابقيه(ارضيه) للبيع في ام السماق بمساحه 240 متر 
أم السماق,bayut,232,170000,733,شقه طابق ثالث للبيع في الاردن - عمان - ام السماق بمساحه 232 متر
أم السماق,bayut,261,130000,498,طابق ثالث (طابقيه ) للبيع في الاردن - عمان - ام السماق بمساحه 261م 
أم السماق,bayut,220,110000,500,شقه شبه ارضي للبيع في الاردن - عمان - ام السماق بمساحه 220 متر 
أم السماق,bayut,180,215000,1194,شقه طابق ارضي للبيع في الاردن - عمان - ام السماق بمساحه 180م
أم السماق,bayut,250,225000,900,شقه شبه ارضي للبيع في الاردن - عمان - ام السماق بمساحه 250 متر 
أم السماق,bayut,200,140000,700,شقه شبه ارضيه للببيع في الاردن - عمان - ام السماق بمساحه 200م
أم السماق,bayut,140,100000,714,شقه طابق ثالث للبيع في الاردن - عمان - ام السماق بمساحه 140 متر 
أم السماق,bayut,200,140000,700,شقه طابق اول للبيع في الاردن - عمان - ام السماق بمساحه 200م
أم السماق,bayut,340,195000,574,شقه طابق ثالث للبيع في الاردن - عمان - ام السماق بمساحه 340م 
أم السماق,bayut,180,160000,889,شقه طابق ارضي للبيع في الاردن - عمان - شارع المدينه المنوره بمساحه 180 متر
أم السماق,bayut,150,130000,867,شقه شبه ارضي  للبيع في الاردن - عمان - ام السماق بمساحه 150م
أم السماق,bayut,224,240000,1071,شقه شبه ارضيه للبيع في الاردن - عمان - ام السماق بمساحه 224م 
أم السماق,bayut,130,83000,638,شقه طابق اول للبيع في الاردن - عمان - ام السماق بمساحه 130م 
أم السماق,bayut,211,185000,877,شقه طابق ارضي للبيع في الاردن - عمان - ام السماق بمساحه 211م 
أم السماق,bayut,200,195000,975,شقه شبه ارضيه للبيع في الاردن - عمان - ام السماق بمساحه 200متر 
أم السماق,bayut,255,130000,510,شقه تسويه للبيع في الاردن - عمان - ام السماق بمساحه 255متر
أم السماق,bayut,225,230000,1022,شقه طابق ارضي للبيع في الاردن - عمان - ام السماق بمساحه 225متر 
أم السماق,bayut,206,190000,922,شقه طابق اخير مع روف للبيع في الاردن - عمان - ام السماق 206م 
أم السماق,bayut,200,155000,775,شقه شبه ارضي للبيع في الاردن - عمان - ام السماق بمساحه 200م 
أم السماق,bayut,210,190000,905,طابق اخير مع روف للبيع في الاردن - عمان - ام السماق بمساحه 210م
أم السماق,bayut,240,125000,521,شقه طابق ثالث للبيع في الاردن - عمان - شارع مكه بمساحه 240م 
أم السماق,bayut,135,122000,904,شقه طابق ارضي معلق للبيع في الاردن - عمان - ام السماق بمساحه 135م
أم السماق,bayut,307,285000,928,شقه طابقيه للبيع في الاردن - عمان - ام السماق بمساحه 307م
أم السماق,bayut,130,130000,1000,شقه طابق ارضي للبيع في الاردن - عمان - ام السماق بمساحه 130م
أم السماق,bayut,180,165000,917,شقه طابق اول للبيع في الاردن - عمان - ام السماق بمساحه 180م 
أم السماق,bayut,225,220000,978,شقه طابق اخير مع روف في الاردن - عمان - ام السماق بمساحه225م 
أم السماق,bayut,200,165000,825,شقه طابق ارضي معلق للبيع في الاردن - عمان - ام السماق بمساحه 200م
أم السماق,bayut,135,120000,889,شقه طابق ارضي للبيع في الاردن -عمان - ام السماق بمساحه 135م
أم السماق,bayut,187,190000,1016,شقة مفروشة وفاخرة للبيع في أم السماق | 187 م2
أم السماق,bayut,150,138000,920,شقق للبيع في ام السماق | الرقم المرجعي:UID000338
أم السماق,bayut,186,180000,968,شقة طابق اول للبيع في ام السماق | الرقم المرجعي:UID000551
أم السماق,bayut,150,137500,917,شقه مميزه للبيع الطابق الاخير | الرقم المرجعي:UID000709
أم السماق,bayut,225,220000,978,شقتين للبيع بنفس المواصفات الطابق الثاني والثالث | الرقم المرجعي:UID000708
أم السماق,bayut,177,173000,977,شقق للبيع في مناطقة فلل في ام السماق | الرقم المرجعي:UID000724
أم السماق,bayut,110,75000,682,شقة راقية للبيع في الأردن – عمان – في أجمل مناطق أم السماق | الرقم المرجعي:UID000861
أم السماق,bayut,190,165000,868,شقق فاخرة في أجمل مناطق أم السماق بتشطيبات عالية الجودة | الرقم المرجعي:UID000947
أم السماق,bayut,235,265000,1128,شقة أرضية فاخرة للبيع في أجمل مناطق أم السماق مع حديقة وتراس | الرقم المرجعي:UID000959
أم السماق,bayut,110,75000,682,شقة طابق ثالث فاخرة للبيع في أجمل مناطق أم السماق مع إطلالة رائعة | الرقم المرجعي:UID000952
أم السماق,bayut,127,90000,709,شقة فاخرة للبيع في أجمل مناطق أم السماق، في مقابل الكراجات الخلفية لمكة مول | الرقم المرجعي:UID000951
أم السماق,bayut,190,210000,1105,شقة أرضية فاخرة في أجمل مناطق أم السماق مع حديقة وتراس | الرقم المرجعي:UID000981
أم السماق,bayut,190,160000,842,شقق قيد الانشاء للبيع في ارقى مناطق ام السماق | الرقم المرجعي:UID000854
أم السماق,bayut,280,230000,821,Last floor apartment with roof for sale in the highest area of Um Al Summaq
أم السماق,bayut,200,230000,1150,Distinctive ground floor apartment for sale in Um Al Summaq
أم السماق,bayut,140,180000,1286,شقة مفروشة طابق ثاني في ام السماق للبيع مساحة 140م  | الرقم المرجعي : 125
أم السماق,bayut,200,230000,1150,Semi-ground apartment for sale in Um Al Summaq
أم السماق,bayut,341,440000,1290,شقة فاخرة مفروشة للبيع في اجمل مناطق ام السماق مساحة البناء 341 م
أم السماق,bayut,195,200000,1026,Duplex Apartment With Roof For Sale
أم السماق,bayut,150,118000,787,شقة ارضية جديدة لم تسكن للبيع في الاردن - عمان - ام السماق
أم السماق,bayut,225,225000,1000,Apartment For Sale In Um Al Summaq
أم السماق,bayut,190,190000,1000,Apartment For Sale In Um Al Summaq
أم السماق,bayut,205,165000,805,Apartment For Sale In Um Al Summaq
أم السماق,bayut,190,120000,632,Apartment For Sale In Um Al Summaq
أم السماق,bayut,208,125000,601,Apartment for sale in Um Al Summaq
أم السماق,bayut,502,175000,349,Apartment for sale in Rabia
أم السماق,bayut,375,320000,853,أرض للبيع في أجمل مناطق مرج الحمام بمساحة 892م موقع مميز و مطل بسعر مغري
أم السماق,bayut,340,306000,900,أرض تجارية في مرج الحمام بمساحة دونم على شارعين بسعر مغري
أم السماق,bayut,450,425000,944,الوصف، مزرعة للبيع لاصحاب الذوق الرفيع في زبود وسيل الحسبان بمساحة 4 دونم، ذات موقع مرتفع و مميز و مطل ،واصل جميع الخدمات، يوجد فيلا فخمة و مسبح مميز بمساحة 450 متر يوجد بها بركة سباحة، معدات خارجية، مطبخ + حمام+غرفة حارس، إسطبل خيل، باربيكيو، مست
أم السماق,bayut,430,300000,698,أرض للبيع في ناعور المساحة (10،213) ذات موقع مميز وبالقرب من الخدمات واجهة 45متر 
أم السماق,bayut,288,195000,677,أرض للبيع في الأردن - عمان - ناعور  المساحة 750 م ذات موقع مميز
أم السماق,bayut,245,208000,849,فيلا مستقلة للبيع في أجمل مناطق مرج الحمام بمساحة الأرض 1050 م مساحة البناء 550 م
أم السماق,bayut,250,230000,920,أرض في مرج الحمام ذات اطلالة رائعة المساحة 870م واصل كافة الخدمات على شارعين محاطة بالفلل والقصور
أم السماق,bayut,180,215000,1194,فيلا مستقلة للبيع في منطقة مرج الحمام بمساحة الأرض1289م البناء700م تشطيبات سوبر ديلوكس
أم السماق,bayut,240,260000,1083,أرض للبيع في أجمل مناطق ناعور المساحة 85،800دونم ذات موقع مميز وبالقرب من الخدمات واجهة ،55متر على شارع 
أم السماق,bayut,200,245000,1225,شقة للبيع في أم السماق الطابق، الأرضي المساحة: داخلي (200م) – خارجي (250م)
أم السماق,bayut,140,95000,679,شقة للبيع
أم السماق,bayut,120,85000,708,بحمد الله تبقى 3 شقق ارضية ابتداءا من 85 الف جديدة خلف ماكدونالدز شارع. عبدالله غوشة 90م 120م من المالك مباشرة
أم السماق,bayut,183,190000,1038,ام السماق شقة ارضية للبيع مفروشة مع ترس كبير
أم السماق,bayut,180,225000,1250,ام السماق شقه ارضيه مع حديقة كراج خاص للبيع 4 نوم
أم السماق,bayut,150,155000,1033,Apartment for sale
أم السماق,bayut,80,75000,938,شقة مفروشة فاخرة للبيع في ام السماق
أم السماق,bayut,150,92000,613,شقه فخمه للبيع في خلدا
أم السماق,bayut,300,200000,667,Apartment for sale
أم السماق,bayut,140,115000,821,شقة ارضية معها تراس مميزة للبيع
أم السماق,bayut,186,120000,645,شقه مساحه 186م للبيع
أم السماق,bayut,164,105000,640,شقة للبيع مساحة 164 م ام السماق الجنوبي 3 نوم
أم السماق,bayut,150,105000,700,Apartment for sale
أم السماق,bayut,136,72000,529,للبيع شقة طابق 3 في ام السماق الشمالي مساحة 135م من 3 غرف و2 حمام وصاله ومطبخ راكب وصالون حرف L بعمر 15 سنة مجددة ومحدثة ومشطبة بالكامل
أم السماق,bayut,206,125000,607,ام السماق الشمالي
أم السماق,bayut,118,90000,763,شقة للبيع
أم السماق,bayut,230,130000,565,شقه للبيع بام السماق
أم السماق,bayut,180,165000,917,شقه للبيع
أم السماق,bayut,120,49000,408,أم السماق
ضاحية النخيل,qoshan,225,145000,644,طابق ثاني 225م في حي النخيل
ضاحية النخيل,qoshan,210,155000,738,شقة 210م مع مطبخ راكب في ضاحية النخيل
ضاحية النخيل,qoshan,230,210000,913,أرضية 3 نوم مع حديقة ومدخل مستقل في النخيل
ضاحية النخيل,qoshan,192,140000,729,طابق أخير 192م بموقع مميز في ضاحية النخيل
ضاحية النخيل,qoshan,200,168000,840,شقة أرضية مع ترس و مدخل مستقل في ضاحية النخيل
ضاحية النخيل,qoshan,245,215000,878,أرضية 4 نوم على مستوى الشارع في ضاحية النخيل
ضاحية النخيل,qoshan,173,145000,838,173م مع حديقة كبيرة وكراج مستقل في ضاحية النخيل
ضاحية النخيل,qoshan,220,190000,864,شبه أرضي 4 نوم مع حديقة كبيرة في ضاحية النخيل
ضاحية النخيل,qoshan,335,240000,716,أخير مع رووف بأرقى أحياء ضاحية النخيل
ضاحية النخيل,qoshan,350,240000,686,أخير مع رووف بحي هادئ في ضاحية النخيل
ضاحية النخيل,qoshan,200,170000,850,شبه أرضية مع حديقة ومدخل مستقل في النخيل
ضاحية النخيل,qoshan,200,190000,950,طابق أخير مع رووف تحت الإنشاء في ضاحية النخيل
ضاحية النخيل,qoshan,200,125000,625,طابق أول وثاني 200 متر في ضاحية النخيل
ضاحية النخيل,qoshan,180,143000,794,شقق بمساحة 180 متر للبيع في ضاحية النخيل
